"","Title","News_Link","Date","Status","Status_Frequency"
"460","湖南怀化辰溪县台办帮助台胞圆65年寻亲梦_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201407/t20140729_6762214.htm",2020-11-11,"Compatriots",14
"461","四川发布“川台70条” 促台胞共享发展机遇_中共中央台湾工作办公...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180911_12058235.htm",2018-09-05,"Compatriots",2
"462","泰州市设立车站机场台胞服务处 优化台胞出行环境_中共中央台湾...","http://www.gwytb.gov.cn/service/cxggjc/201807/t20180716_12035981.htm",2020-11-11,"Compatriots",14
"463","2017年山东省省直部门台胞权益保护工作研商会在济南召开_中共中央...","http://www.gwytb.gov.cn/local/201703/t20170301_11711756.htm",2017-02-20,"Compatriots",1
"464","吉林、海南依法维护台胞权益_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967777.htm",2016-12-30,"Compatriots",2
"465","天津发布十条惠台人才政策 切实增强在津台胞获得感_中共中央台湾...","http://www.gwytb.gov.cn/jy/zxzx/201807/t20180713_12035354.htm",2018-07-06,"Compatriots",1
"466","支持台胞创业 福建税务专家与台商面对面_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/rd1/lai1/201312/t20131231_5456820.htm",2013-04-24,"Compatriots",2
"467","广西桂林柳州北海等地春节前夕走访慰问台胞台商台属_中共中央台湾...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926715.htm",2018-02-13,"Compatriots",8
"468","重庆市台办举办台胞中秋联谊会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201709/t20170930_11848749.htm",2020-11-11,"Compatriots",14
"469","上海(吉安)东方医院确定为吉安市台胞定点医院_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201708/t20170809_11828428.htm",2020-11-11,"Compatriots",14
"470","国台办主任助理龙明彪赴云南四川重庆走访慰问台胞_中共中央台湾...","http://www.gwytb.gov.cn/newsb/201502/t20150215_9051829.htm",2015-02-15,"Compatriots",2
"471","刘结一走访慰问北京台胞并调研_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/wyly/202001/t20200122_12235266.htm",2020-01-22,"Compatriots",1
"472","持有新西兰护照跟台湾护照跟台胞证_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/re7/lai7/201312/t20131230_5451296.htm",2020-11-11,"Compatriots",14
"473","综述:台胞琼州拓商机_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/jy/zxzx/201807/t20180730_12042019.htm",2018-07-27,"Compatriots",1
"474","从通行到居住 台胞证件变迁背后的民心相融之路_中共中央台湾工作...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055924.htm",2018-09-03,"Compatriots",1
"475","江苏出台“惠台”76条实施意见 助台胞享受同等待遇_中共中央台湾...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180919_12061828.htm",2018-09-12,"Compatriots",5
"476","德阳市人大专题调研台胞权益保护工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/fwtqfa/201809/t20180904_12055467.htm",2018-09-04,"Compatriots",3
"477","威海机场口岸台胞落地签注业务启动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/zxzx_43786/201412/t20141216_8377811.htm",2014-11-13,"Compatriots",2
"478","在闽台商台胞畅谈“一带一路”机遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201705/t20170522_11786219.htm",2017-05-22,"Compatriots",2
"479","在沈阳的台湾居民可以补换发5年有效台胞证_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zn/crj/201306/t20130627_4375656.htm",2013-06-24,"Compatriots",1
"480","台湾全民健保河北特约定点医院揭牌 便利台胞就医就业_中共中央...","http://www.gwytb.gov.cn/service/201711/t20171107_11863996.htm",2017-11-07,"Compatriots",1
"481","杭州市多部门联动帮助丢证台胞寻求回家之路_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201703/t20170327_11732142.htm",2017-03-20,"Compatriots",1
"482","一名台胞在上海踩踏事件中罹难 海协会表示哀悼慰问_中共中央台湾...","http://www.gwytb.gov.cn/tufashijian/201501/t20150109_8646466.htm",2015-01-01,"Compatriots",2
"483","贵州首张台湾居民居住证获得台胞:生活更便利_中共中央台湾工作...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180911_12058251.htm",2018-09-07,"Compatriots",1
"484","青岛市公安局真情服务台胞台企_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/wl/zxzx_43786/201412/t20141216_8377808.htm",2014-09-30,"Compatriots",1
"485","山东省安丘市台办六项新举措服务台胞台企_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201302/t20130227_3832810.htm",2013-02-27,"Compatriots",1
"486","台胞包船游浙江登陆感受人文魅力 目睹大陆乡村振兴_中共中央台湾...","http://www.gwytb.gov.cn/ly_43787/zxzx_43789/201804/t20180413_11942997.htm",2018-04-13,"Compatriots",3
"487","支持台胞创业 福建税务专家与台商面对面_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zn/jy/201305/t20130506_4168385.htm",2013-04-24,"Compatriots",2
"488","安徽起草保护台胞投资条例 推动皖台交流新发展_中共中央台湾工作...","http://www.gwytb.gov.cn/invest/201311/t20131119_5225879.htm",2013-11-15,"Compatriots",1
"489","陕西省台办走访慰问台胞台属_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201501/t20150121_8773079.htm",2015-01-21,"Compatriots",1
"490","2015年广西台商台胞台属代表迎春座谈会在南宁举行_中共中央台湾...","http://www.gwytb.gov.cn/service/201501/t20150123_8802987.htm",2015-01-23,"Compatriots",1
"491","河南多市县区领导及台办台联慰问台胞台属台商_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201701/t20170126_11688680.htm",2020-11-10,"Compatriots",24
"492","保障台胞权益 成都台协赠锦旗_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201412/t20141212_8346606.htm",2020-11-10,"Compatriots",24
"493","台商台胞为“江西惠台60条”新举措点赞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jj/zxzx_43783/201808/t20180829_12052756.htm",2018-08-21,"Compatriots",2
"494","青年台胞谈创业:中国梦不能缺少台湾_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/zxzx/201512/t20151202_11150049.htm",2015-10-20,"Compatriots",1
"495","临沭县台办推出六项新举措服务台胞台企_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201612/t20161228_11665315.htm",2016-12-28,"Compatriots",1
"496","第二批滞留湖北台胞将乘坐两岸临时航班返回台湾_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202003/t20200311_12254500.htm",2020-03-11,"Compatriots",2
"497","台胞董淑贞情牵四川泸定 持续资助50名贫困学生_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201312/t20131227_5439574.htm",2013-12-27,"Compatriots",1
"498","王毅与大华盛顿地区台胞代表座谈_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/wyly/201107/t20110728_1941393.htm",2011-07-28,"Compatriots",1
"499","湖北惠台62条政策:与台企台胞切身利益紧密相关_中共中央台湾工作...","http://www.gwytb.gov.cn/jj/zxzx_43783/201807/t20180713_12035349.htm",2018-07-11,"Compatriots",1
"500","首位台胞在闽取得大陆业余无线电台操作证书_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201408/t20140814_6966725.htm",2020-11-10,"Compatriots",24
"501","广西河池市金城江区清明节期间走访慰问台胞台属_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201704/t20170412_11744220.htm",2017-04-11,"Compatriots",1
"502","四川省台联新春走访慰问台胞_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201701/t20170125_11687764.htm",2020-11-10,"Compatriots",24
"503","连云港召开台胞投资权益保障协调委员会联络员会议_中共中央台湾...","http://www.gwytb.gov.cn/service/201509/t20150901_10591844.htm",2015-09-01,"Compatriots",1
"504","国台办:妥善处理“5.23”涉台交通事故,努力维护台胞权益_中共中央...","http://www.gwytb.gov.cn/wyly/201405/t20140528_6229585.htm",2014-05-28,"Compatriots",1
"505","2012年广西服务台胞台商台属再展作为_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201302/t20130216_3781267.htm",2013-02-16,"Compatriots",1
"506","江苏多地举行台商台胞新春联谊会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926719.htm",2018-02-13,"Compatriots",8
"507","云台会成联系东盟各国台商台胞重要桥梁_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/zxzx/201706/t20170609_11797444.htm",2017-06-07,"Compatriots",1
"508","常德市台胞台属共话发展、喜迎新春_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170116_11679360.htm",2017-01-12,"Compatriots",1
"509","厦门市为在厦台商(台胞)子女2018年秋季入学提供“一站式”服务...","http://www.gwytb.gov.cn/service/201807/t20180710_12033827.htm",2020-11-10,"Compatriots",24
"510","泰州市公安局出入境管理支队热心服务台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201502/t20150203_8916583.htm",2020-11-10,"Compatriots",24
"511","吉首市为定居台胞排忧解难_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201308/t20130826_4786809.htm",2020-11-10,"Compatriots",24
"512","福建平潭先行先试 台胞在大陆首获个人所得税财政补贴_中共中央...","http://www.gwytb.gov.cn/service/201304/t20130418_4096252.htm",2020-11-10,"Compatriots",24
"513","中国银行在渝首发中银宝岛信用卡 为台胞量身打造_中共中央台湾...","http://www.gwytb.gov.cn/lajm/lajmdt/201501/t20150115_8705039.htm",2015-01-13,"Compatriots",1
"514","台胞申请在大陆定居需要提交哪些材料?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jl/zxzx_43777/201512/t20151203_11156582.htm",2015-12-03,"Compatriots",7
"515","2016年台胞青年千人夏令营山东省分营在济南开营_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201607/t20160714_11508573.htm",2016-07-14,"Compatriots",2
"516","全国台胞权益保护宣传工作座谈会在江西省召开_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201704/t20170428_11756132.htm",2017-04-27,"Compatriots",1
"517","无锡市梁溪区金匮街道打造线上“三室一厅”服务台胞台属_中共中央...","http://www.gwytb.gov.cn/service/201706/t20170608_11797190.htm",2020-11-10,"Compatriots",24
"518","镇江京口区台办推出六项新举措服务台胞台企_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201405/t20140530_6244323.htm",2014-05-30,"Compatriots",2
"519","遂宁市召开台商台胞台属座谈会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201703/t20170323_11729514.htm",2017-03-13,"Compatriots",1
"520","国台办讲事实真相:民进党当局百般阻挠台胞返乡_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202002/t20200215_12243729.htm",2020-02-15,"Compatriots",1
"521","成都市高度重视台胞权益保护工作 台商“点赞”_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/201606/t20160607_11476629.htm",2020-11-10,"Compatriots",24
"522","台胞投资湖南可享多项优惠政策_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/lajm/lajmdt/201101/t20110118_1708041.htm",2011-01-17,"Compatriots",1
"523","厦门台胞救助中心让台胞感受家一般的温暖_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201302/t20130222_3813167.htm",2020-11-10,"Compatriots",24
"524","南宁市台办帮助台胞解决子女入学问题_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201512/t20151207_11182412.htm",2020-11-10,"Compatriots",24
"525","四川德阳等地开展春节慰问台资企业和台胞台属活动_中共中央台湾...","http://www.gwytb.gov.cn/service/201602/t20160214_11385974.htm",2016-02-14,"Compatriots",1
"526","在厦台胞个体店增营哪些行业_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171020_11854814.htm",2008-04-03,"Compatriots",1
"527","台胞来桂旅游人数创历史新高_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/ly_43787/zxzx_43789/201512/t20151203_11155689.htm",2015-11-30,"Compatriots",1
"528","长沙市雨花区台办贴心服务台胞凝聚两岸人心_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201312/t20131209_5333870.htm",2020-11-10,"Compatriots",24
"529","楚才作文竞赛台胞子弟赛场开赛_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201603/t20160331_11424559.htm",2016-03-31,"Compatriots",1
"530","记全国台联2014年台胞青年千人夏令营四川·成都分营_中共中央台湾...","http://www.gwytb.gov.cn/lajlwl/jykjjl/201408/t20140801_6808031.htm",2014-08-01,"Compatriots",1
"531","湖南省常德市桃源县台办全力救治老台胞受赞誉_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201305/t20130521_4227769.htm",2013-05-21,"Compatriots",1
"532","扬州:创新“四个机制”切实维护台胞合法权益_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201605/t20160504_11450065.htm",2016-05-04,"Compatriots",2
"533","昆山市台办做客《行风热线》与台胞、市民在线互动_中共中央台湾...","http://www.gwytb.gov.cn/service/201703/t20170317_11725455.htm",2020-11-10,"Compatriots",24
"534","江门市台办坚持“三访”工作新机制服务台商台胞_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201508/t20150818_10499554.htm",2015-08-18,"Compatriots",1
"535","大陆陆续出台便利措施 台胞有感“实实在在的方便”_中共中央台湾...","http://www.gwytb.gov.cn/jy/zxzx/201705/t20170515_11780796.htm",2017-05-10,"Compatriots",1
"536","国台办投诉协调局局长王刚畅谈台胞权益保护工作_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201311/t20131128_5280938.htm",2013-11-28,"Compatriots",1
"537","东营市台办开展“台胞台企服务年”活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201509/t20150901_10591853.htm",2020-11-10,"Compatriots",24
"538","2018年台胞青年中原行夏令营活动综述_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201808/t20180802_12043301.htm",2018-08-02,"Compatriots",2
"539","怀化市成功调处台胞祖坟维修纠纷_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201404/t20140408_5978542.htm",2014-04-08,"Compatriots",1
"540","台胞赴湄洲岛拜妈祖享免票入岛和游览_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/ly_43787/zxzx_43789/201804/t20180413_11942996.htm",2018-04-13,"Compatriots",3
"541","湘潭市台办协助百岁台胞寻找大陆亲属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201309/t20130903_4820833.htm",2020-11-10,"Compatriots",24
"542","玉林市举行台胞台商台属代表迎春茶话会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201802/t20180201_11918990.htm",2018-02-01,"Compatriots",1
"543","福建率先放宽台胞申办个体工商户经营范围_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201601/t20160104_11357587.htm",2020-11-10,"Compatriots",24
"544","南阳市台办走访慰问台胞台属_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201701/t20170111_11676098.htm",2020-11-10,"Compatriots",24
"545","江西省台办召开台胞台商座谈会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201805/t20180516_11955323.htm",2018-05-16,"Compatriots",2
"546","2015年台胞青年千人夏令营重庆分营开营_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201507/t20150710_10230598.htm",2020-11-10,"Compatriots",24
"547","内蒙古台企台胞代表座谈会在呼和浩特召开_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201801/t20180122_11909731.htm",2018-01-22,"Compatriots",1
"548","广州市台办走访台资企业慰问台商台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201802/t20180212_11924667.htm",2018-02-12,"Compatriots",1
"549","山东省台办更新公布173部台胞台企服务热线电话_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201601/t20160106_11359441.htm",2016-01-06,"Compatriots",2
"550","闽建立大陆首个困难台胞大病大灾救助机制_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zn/doctor/201401/t20140113_5518513.htm",2012-12-04,"Compatriots",1
"551","重庆发布58条惠台措施 推动在渝台企台胞享同等待遇_中共中央台湾...","http://www.gwytb.gov.cn/jj/zxzx_43783/201808/t20180829_12052758.htm",2018-08-23,"Compatriots",1
"552","上海市台胞服务中心台胞综合服务平台开通上线_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201205/t20120529_2700011.htm",2012-05-25,"Compatriots",1
"553","上海搭建“一站式”综合平台服务台胞台商_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201205/t20120529_2700005.htm",2012-05-26,"Compatriots",1
"554","11名台胞丢失证件 福建龙岩出入境部门伸援手_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201607/t20160726_11520396.htm",2020-11-10,"Compatriots",24
"555","益阳市台办通过微信贺卡问候台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201702/t20170207_11692987.htm",2020-11-10,"Compatriots",24
"556","绵阳市台办及时救助困难台胞_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201411/t20141113_7991509.htm",2014-11-13,"Compatriots",2
"557","重庆涪陵区台办积极帮助台胞寻亲_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201305/t20130510_4188386.htm",2020-11-10,"Compatriots",24
"558","宜宾市台办积极解决台胞子女入学问题_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201410/t20141015_7652902.htm",2014-10-15,"Compatriots",1
"559","泸溪县台办:真情凝聚台胞台属力量服务经济社会发展_中共中央台湾...","http://www.gwytb.gov.cn/service/201308/t20130801_4529537.htm",2013-08-01,"Compatriots",1
"560","山东省枣庄市市中区台办落实信访首问责任制 切实维护台胞台属权益","http://www.gwytb.gov.cn/service/201308/t20130809_4568830.htm",2020-11-10,"Compatriots",24
"561","海南各方爱心接力 流浪多年台胞终返台_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201609/t20160908_11564238.htm",2020-11-10,"Compatriots",24
"562","台胞办个体可经营什么_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171019_11854496.htm",2007-12-05,"Compatriots",1
"563","在连云港就业台胞实现公积金“同城同待遇”_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/gxtbsh/201804/t20180411_11941889.htm",2018-04-11,"Compatriots",2
"564","港澳台居民居住证申领首日:台胞盼便利生活 赞同等待遇_中共中央...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055896.htm",2018-09-01,"Compatriots",7
"565","外交部发言人说我驻外机构将进一步维护台湾同胞利益为台胞服务","http://www.gwytb.gov.cn/zlzx/zchb/201101/t20110123_1725755.htm",1995-02-17,"Compatriots",1
"566","吴仪:凡是对台胞作出的承诺都会认真落实_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723813.htm",2005-09-07,"Compatriots",1
"567","台胞入闽游增长 占福建入境游客总人数四成_中共中央台湾工作办公...","http://www.gwytb.gov.cn/lajm/last/201202/t20120214_2290513.htm",2012-02-14,"Compatriots",2
"568","无锡市台办为台胞举办购房置业风险防范法律讲座_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201403/t20140331_5930185.htm",2014-03-31,"Compatriots",2
"569","永州市举办台胞台商台属庆中秋活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201609/t20160918_11571787.htm",2016-09-18,"Compatriots",1
"570","国台办:全面实行卡式台胞证便利台湾居民来往大陆_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201509/t20150916_10681545.htm",2015-09-16,"Compatriots",1
"571","南通市台办急台胞所急 紧急补办遗失台胞证_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201405/t20140509_6135332.htm",2014-05-09,"Compatriots",1
"572","陈云林受海基会委托向汶川地震灾区转交台胞2.7亿捐款_中共中央...","http://www.gwytb.gov.cn/newsb/201101/t20110124_1729619.htm",2008-09-08,"Compatriots",1
"573","贵州省召开2015年台胞台属迎春茶话会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201502/t20150213_9031526.htm",2015-02-13,"Compatriots",1
"574","广元市召开2017年台胞台属迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170126_11688671.htm",2017-01-26,"Compatriots",3
"575","听台胞讲述“二·二八”究竟发生了什么?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674287.htm",2011-01-04,"Compatriots",1
"576","桂林市各界爱心助力台胞返乡_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201511/t20151125_11093727.htm",2020-11-09,"Compatriots",26
"577","韶关市台办走访慰问台企台胞_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201701/t20170126_11688685.htm",2020-11-09,"Compatriots",26
"578","泰州市台胞医疗绿色通道护佑台商健康_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201505/t20150506_9737301.htm",2020-11-09,"Compatriots",26
"579","2016年广西台商台胞台属台生代表中秋茶话会在南宁举行_中共中央...","http://www.gwytb.gov.cn/service/201609/t20160908_11564259.htm",2016-09-08,"Compatriots",1
"580","广东发布“粤台48条”台商台胞在粤乐享同等待遇_中共中央台湾工作...","http://www.gwytb.gov.cn/31t/bjzl/201807/t20180726_12040556.html",2018-07-26,"Compatriots",1
"581","大陆积极救助8·15车祸受伤台胞:手足情深暖人心_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201108/t20110818_1967463.htm",2011-08-18,"Compatriots",1
"582","桂林市台办心系台胞排忧解难获好评_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201403/t20140306_5780179.htm",2020-11-09,"Compatriots",26
"583","海南省台办春节前慰问在琼定居台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201701/t20170126_11688558.htm",2020-11-09,"Compatriots",26
"584","常州机场设立台胞“落地签”点_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201506/t20150618_10068424.htm",2015-06-18,"Compatriots",1
"585","逾300名台胞在福州报考专利代理人_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201507/t20150722_10304594.htm",2015-07-22,"Compatriots",5
"586","爱心服务台胞 助力学子高考_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201306/t20130618_4332619.htm",2013-06-18,"Compatriots",1
"587","扬州邗江区台办四举措助台企台胞安全度汛_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201607/t20160712_11506642.htm",2020-11-09,"Compatriots",26
"588","济南市市长张建国到病房看望受伤台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730847.htm",2007-07-17,"Compatriots",1
"589","威海市台办召开2017年台胞台属座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170120_11683759.htm",2017-01-18,"Compatriots",2
"590","广西博白县民警热心帮助台胞补办台胞证_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201401/t20140106_5478472.htm",2020-11-09,"Compatriots",26
"591","厦门市思明区搭建全国首创“O2O”模式台胞联谊平台_中共中央台湾...","http://www.gwytb.gov.cn/service/cxggjc/201604/t20160427_11445307.htm",2016-04-27,"Compatriots",1
"592","四川省政协主席柯尊平看望列席省政协全会的台胞_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201701/t20170124_11686974.htm",2017-01-22,"Compatriots",3
"593","常州市用足用活三项机制 维护台胞合法权益_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201807/t20180718_12036892.htm",2020-11-09,"Compatriots",26
"594","广西建立疾病应急救助基金惠及在桂台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201501/t20150107_8618854.htm",2020-11-09,"Compatriots",26
"595","“台胞台属眼中的美丽杭州”摄影展在连横纪念馆开幕_中共中央台湾...","http://www.gwytb.gov.cn/local/201608/t20160819_11543952.htm",2020-11-09,"Compatriots",26
"596","南宁台商台胞热议个体工商户注册新政策利好_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201512/t20151228_11325885.htm",2015-12-28,"Compatriots",1
"597","...陈云林强调目前海峡两岸之间发生政治分歧不影响我们鼓励台胞前...","http://www.gwytb.gov.cn/zlzx/location/201101/t20110123_1725644.htm",1995-08-08,"Compatriots",1
"598","泸州市召开2017年台胞台属迎春联谊会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170126_11688669.htm",2017-01-26,"Compatriots",3
"599","台胞青年千人夏令营安徽分营开营_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201507/t20150709_10221471.htm",2015-07-09,"Compatriots",1
"600","怀化鹤城区台办冒高温慰问台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201308/t20130814_4619821.htm",2020-11-09,"Compatriots",26
"601","甘孜州台办深入泸定县检查台胞捐款援建项目情况_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201705/t20170503_11758162.htm",2020-11-09,"Compatriots",26
"602","日照市深入开展对台工作调研 密切联系台胞台企_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201511/t20151123_11078572.htm",2020-11-09,"Compatriots",26
"603","台胞领到福建省首张新版营业执照_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201312/t20131203_5305616.htm",2020-11-09,"Compatriots",26
"604","广州市越秀区台办举行台胞子女教育座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201305/t20130517_4217017.htm",2020-11-09,"Compatriots",26
"605","威海台办编辑《涉台事务政策法规手册》 方便台胞投资生活_中共...","http://www.gwytb.gov.cn/service/201308/t20130814_4619826.htm",2020-11-09,"Compatriots",26
"606","台胞社团座谈会在平潭举行_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/local/201510/t20151022_10886722.htm",2015-10-22,"Compatriots",1
"607","河南省各地积极开展走访慰问台胞台属台商活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201701/t20170125_11687593.htm",2020-11-09,"Compatriots",26
"608","山东烟台等地开展走访台企慰问台胞活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201602/t20160204_11382429.htm",2016-02-04,"Compatriots",2
"609","国台办协调局赴广州调研台胞权益保障工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201308/t20130826_4786834.htm",2013-08-26,"Compatriots",1
"610","武汉市举行在汉台胞新春座谈会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/fuwu/201403/t20140305_5770891.htm",2020-11-09,"Compatriots",26
"611","四川省组织优秀中青年台胞培训_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201304/t20130427_4140845.htm",2020-11-09,"Compatriots",26
"612","济南市积极开展春节走访台企慰问台胞台属活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201802/t20180224_11926728.htm",2018-02-13,"Compatriots",8
"613","台胞到成都参加蜀文化之旅 感受数不尽的文化_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201609/t20160930_11583038.htm",2016-09-30,"Compatriots",1
"614","两岸医疗团队协作专机转送女台胞患者返台_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201807/t20180706_11972415.htm",2018-07-04,"Compatriots",2
