"","X","Title","News_Link","Date","Status","Status_Frequency","Daily_Total_Frequency","Year","Month","Day"
"663",663,"广东多地举行台商台胞春节联谊活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926714.htm","2018-02-13","Compatriots",8,8,2018,2,13
"664",664,"国台办:推进法制化更好维护台胞合法权益_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201304/t20130410_4061964.htm","2013-04-10","Compatriots",1,1,2013,4,10
"665",665,"广西台办到百色市走访台企慰问台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201801/t20180129_11912328.htm","2018-01-29","Compatriots",2,2,2018,1,29
"666",666,"来沪台胞可自助办签注 去年办证量超16万_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201211/t20121122_3384681.htm","2020-11-01","Compatriots",7,8,2020,11,1
"667",667,"南宁市举行2017年台商台胞台属代表迎春座谈会_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201701/t20170123_11685581.htm","2017-01-20","Compatriots",1,1,2017,1,20
"668",668,"公安部采取措施方便两岸同胞往来维护台胞合法权益_中共中央台湾...","http://www.gwytb.gov.cn/zlzx/zchb/201101/t20110123_1725757.htm","1995-02-22","Compatriots",1,1,1995,2,22
"669",669,"福建省姓氏源流研究会第四次代表大会召开 强调服务台胞寻根探源","http://www.gwytb.gov.cn/local/201605/t20160504_11450085.htm","2016-05-04","Compatriots",2,2,2016,5,4
"670",670,"情系二代台胞 热心办实事_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201705/t20170504_11758740.htm","2020-11-01","Compatriots",7,8,2020,11,1
"671",671,"安徽医科大学第一附属医院开通台胞就诊绿色通道_中共中央台湾工作...","http://www.gwytb.gov.cn/lajlwl/tywsjl/health/201205/t20120510_2528823.htm","2012-05-10","Compatriots",1,1,2012,5,10
"672",672,"常州市建“四级联动”公共服务平台方便台胞台属_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201602/t20160204_11382444.htm","2020-11-01","Compatriots",7,8,2020,11,1
"673",673,"江苏省台办主任练月琴在泰州调研“31条惠及台胞措施”落实情况...","http://www.gwytb.gov.cn/service/fwtqfa/201805/t20180524_11958184.htm","2020-11-01","Compatriots",7,8,2020,11,1
"674",674,"哈尔滨市台办举办台商台胞端午座谈联谊活动_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201506/t20150623_10095773.htm","2020-11-01","Compatriots",7,8,2020,11,1
"675",675,"福建入境游客首破400万人次 台胞185.07万人次(2012.02.14)_中共...","http://www.gwytb.gov.cn/zlzx/tjsj/201202/t20120214_2291504.htm","2012-02-14","Compatriots",2,2,2012,2,14
"676",1,"周志怀:“台独”是国家安全最大威胁_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674424.htm","2020-12-09","Independence Advocates",2,8,2020,12,9
"677",2,"姚志胜:坚决抵制任何形式的“台独”分裂行径_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202005/t20200529_12278490.htm","2020-05-29","Independence Advocates",3,3,2020,5,29
"678",3,"中台办、国台办发言人就吕秀莲“台独”言论发表谈话,任何分裂民族...","http://www.gwytb.gov.cn/zlzx/location/201101/t20110123_1725683.htm","2020-12-09","Independence Advocates",2,8,2020,12,9
"679",4,"国台办评李登辉病亡:“台独”是一条走不通的绝路_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202007/t20200731_12288361.htm","2020-07-31","Independence Advocates",1,1,2020,7,31
"680",5,"国台办:“台独”分子利用所谓“修法立法”打压两岸交流的险恶用心...","http://www.gwytb.gov.cn/m/news/202011/t20201125_12308217.htm","2020-11-25","Independence Advocates",4,7,2020,11,25
"681",6,"国台办:持续精准打击、依法严惩“台独”顽固分子_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202011/t20201125_12308214.htm","2020-11-25","Independence Advocates",4,7,2020,11,25
"682",7,"国台办:“2.28”事件被“台独”势力刻意歪曲_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201702/t20170222_11705906.htm","2017-02-22","Independence Advocates",1,1,2017,2,22
"683",8,"宋楚瑜一行再次访问江苏 旗帜鲜明反对“台独”_中共中央台湾工作...","http://www.gwytb.gov.cn/lajlwl/zdjl/201101/t20110107_1684147.htm","2010-11-02","Independence Advocates",1,1,2010,11,2
"684",9,"国台办:坚决反对任何形式“台独”挑衅行径_中共中央台湾工作办公...","http://www.gwytb.gov.cn/m/news/201810/t20181031_12107909.htm","2018-10-31","Independence Advocates",2,2,2018,10,31
"685",10,"评民进党“正常国家决议文”:迈向“法理台独”告白书_中共中央...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674427.htm","2020-12-04","Independence Advocates",1,10,2020,12,4
"686",11,"胡锦涛:新的一年里反对“台独”分裂活动决不妥协_中共中央台湾...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723912.htm","2008-01-02","Independence Advocates",1,1,2008,1,2
"687",12,"坚决遏制“台独”分裂活动 维护台海地区和平稳定 继续争取两岸...","http://www.gwytb.gov.cn/zt/jiang/201101/t20110105_1676878.htm","2005-01-28","Independence Advocates",2,2,2005,1,28
"688",13,"国台办:制定“台独”顽固分子清单绝非针对广大台湾同胞_中共中央...","http://www.gwytb.gov.cn/wyly/202011/t20201125_12308213.htm","2020-11-25","Independence Advocates",4,7,2020,11,25
"689",14,"国台办:警告“台独”是维护台湾同胞的福祉_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201804/t20180425_11948531.htm","2018-04-25","Independence Advocates",1,2,2018,4,25
"690",15,"国台办:绝不容忍“台独”分裂势力分裂国家_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201906/t20190612_12173357.htm","2019-06-12","Independence Advocates",2,2,2019,6,12
"691",16,"警惕“文化台独”的陷阱_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674221.htm","2020-12-02","Independence Advocates",3,6,2020,12,2
"692",17,"国台办:美方切勿一再向“台独”势力发出错误信号_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202008/t20200824_12291955.htm","2020-08-24","Independence Advocates",1,1,2020,8,24
"693",18,"人民日报:扁讲话是“和平”烟雾下的台独告白_中共中央台湾工作...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674267.htm","2020-12-02","Independence Advocates",3,6,2020,12,2
"694",19,"外交部发言人就“台独”问题答记者问_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zlzx/zchb/201101/t20110123_1725729.htm","1993-02-05","Independence Advocates",1,1,1993,2,5
"695",20,"国台办:民进党“对中政策检讨纪要”顽固坚持“台独”立场_中共...","http://www.gwytb.gov.cn/wyly/201401/t20140110_5507985.htm","2014-01-10","Independence Advocates",1,1,2014,1,10
"696",21,"国台办:“台独”分子利用所谓“修法立法”打压两岸交流的险恶用心...","http://www.gwytb.gov.cn/wyly/202011/t20201125_12308212.htm","2020-11-25","Independence Advocates",4,7,2020,11,25
"697",22,"《馆藏民国台湾档案汇编》揭穿“台独”分子谎言_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730952.htm","2007-11-13","Independence Advocates",1,1,2007,11,13
"698",23,"国台办批游锡堃“台独”言论:妄想“以疫谋独”,丧失基本良知_中共...","http://www.gwytb.gov.cn/wyly/202002/t20200214_12243335.htm","2020-02-14","Independence Advocates",1,1,2020,2,14
"699",24,"国台办:“台独”分子胆敢以身试法必遭严惩_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/202006/t20200612_12281271.htm","2020-06-12","Independence Advocates",1,1,2020,6,12
"700",25,"专访吴能远:“台独”政策令台湾陷入苦境_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674422.htm","2020-12-02","Independence Advocates",3,6,2020,12,2
"701",26,"国台办:坚决反对以包括公投在内的任何方式进行“台独”分裂活动...","http://www.gwytb.gov.cn/wyly/201712/t20171213_11878740.htm","2017-12-13","Independence Advocates",1,1,2017,12,13
"702",27,"李炳才:坚决遏制“台独”分裂活动 期待两岸协商谈判恢复_中共中央...","http://www.gwytb.gov.cn/speech/tbldjh/201101/t20110123_1724367.htm","2008-02-20","Independence Advocates",1,1,2008,2,20
"703",28,"外交部发言人就美国前司法部长克拉克赴台参加“台独”游行一事答...","http://www.gwytb.gov.cn/zlzx/zchb/201101/t20110123_1725706.htm","1991-09-13","Independence Advocates",1,1,1991,9,13
"704",29,"刘延东:反对和遏制“台独”仍是最紧迫任务_中共中央台湾工作办公...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723872.htm","2006-12-15","Independence Advocates",1,1,2006,12,15
"705",30,"国台办:台湾同胞应高度警惕并坚决反对“台独”分子谋“独”伎俩...","http://www.gwytb.gov.cn/wyly/202011/t20201111_12306168.htm","2020-11-11","Independence Advocates",3,17,2020,11,11
"706",31,"反恐是假,“台独”是真_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674207.htm","2020-12-01","Independence Advocates",1,11,2020,12,1
"707",32,"国台办:“台独”只会给台湾同胞带来祸害而非喜乐_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201809/t20180912_12058921.htm","2018-09-12","Independence Advocates",3,8,2018,9,12
"708",33,"贾庆林:坚持反对“台独”分裂活动决不妥协_中共中央台湾工作办公...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723865.htm","2006-09-29","Independence Advocates",1,1,2006,9,29
"709",34,"贾庆林:“台独”直接威胁亚太地区的和平与稳定_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723845.htm","2006-03-28","Independence Advocates",1,1,2006,3,28
"710",35,"国台办发言人:搞“台独”分裂必将自食恶果_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201803/t20180320_11935353.htm","2018-03-20","Independence Advocates",3,3,2018,3,20
"711",36,"陈云林:坚决反对“台独”分裂活动 努力争取祖国和平统一的光明...","http://www.gwytb.gov.cn/zt/jiang/201101/t20110105_1676879.htm","2005-02-18","Independence Advocates",1,1,2005,2,18
"712",37,"新华社评论员:警惕“台独”分裂势力制造两岸新的紧张_中共中央...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674293.htm","2020-11-29","Independence Advocates",4,6,2020,11,29
"713",38,"人民日报评论员文章:和平统一法 保护台胞法 反“台独”法_中共...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674291.htm","2020-11-29","Independence Advocates",4,6,2020,11,29
"714",39,"国台办:严正警告“台独”分子“修宪谋独”必将玩火自焚_中共中央...","http://www.gwytb.gov.cn/wyly/202009/t20200930_12299550.htm","2020-09-30","Independence Advocates",1,1,2020,9,30
"715",40,"...局势稳定的最大祸害?为什么要高度警惕和坚决反对“渐进式台独...","http://www.gwytb.gov.cn/zt/jqa/201103/t20110309_1778339.htm","2020-11-29","Independence Advocates",4,6,2020,11,29
"716",41,"《瞭望》文章:两岸军人应携手合作遏制“台独”_中共中央台湾工作...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674433.htm","2020-11-29","Independence Advocates",4,6,2020,11,29
"717",42,"国台办:依法打击“台独”顽固分子目的是维护两岸同胞利益_中共...","http://www.gwytb.gov.cn/wyly/202011/t20201118_12307169.htm","2020-11-18","Independence Advocates",1,4,2020,11,18
"718",43,"国台办:“台独”势力推“奥运正名公投”牺牲台胞利益福祉_中共...","http://www.gwytb.gov.cn/wyly/201809/t20180912_12058922.htm","2018-09-12","Independence Advocates",3,8,2018,9,12
"719",44,"贾庆林:“台独”是两岸关系发展最大威胁_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723770.htm","2004-09-27","Independence Advocates",2,2,2004,9,27
"720",45,"国台办:岛内负责任的政党和人士不应放任“台独”分子操纵“修宪谋...","http://www.gwytb.gov.cn/wyly/202010/t20201028_12303686.htm","2020-10-28","Independence Advocates",2,3,2020,10,28
"721",46,"国台办:美国各界勿向民进党当局和“台独”势力释放错误信号_中共...","http://www.gwytb.gov.cn/wyly/202010/t20201028_12303685.htm","2020-10-28","Independence Advocates",2,3,2020,10,28
"722",47,"国台办:以“公投正名”方式搞“台独”十分危险且不可能得逞_中共...","http://www.gwytb.gov.cn/wyly/201803/t20180328_11937830.htm","2018-03-28","Independence Advocates",1,2,2018,3,28
"723",48,"台盟中央副主席:岛内“教育台独”值得关注_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886170.htm","2004-11-12","Independence Advocates",1,1,2004,11,12
"724",49,"国台办:强改课纲将中国史纳入东亚史是“台独”行径又一实证_中共...","http://www.gwytb.gov.cn/wyly/201808/t20180815_12047573.htm","2018-08-15","Independence Advocates",1,2,2018,8,15
"725",50,"贾庆林:坚决反对任何形式的“台独”分裂活动_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723740.htm","2004-03-04","Independence Advocates",1,1,2004,3,4
"726",51,"人民日报:和平发展大势所趋 “台独”挑衅不得人心_中共中央台湾...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674435.htm","2020-11-20","Independence Advocates",2,5,2020,11,20
"727",52,"“入联公投”是迈向“台独”的一大步_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674423.htm","2020-11-20","Independence Advocates",2,5,2020,11,20
"728",53,"国台办评“台独”组织搞所谓“制宪公投”:是历史逆流,是绝路_中共...","http://www.gwytb.gov.cn/wyly/202004/t20200428_12270456.htm","2020-04-28","Independence Advocates",1,1,2020,4,28
"729",54,"国台办:中美两国元首确认立场 “台独”没有国际空间_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201509/t20150930_10768904.htm","2015-09-30","Independence Advocates",1,3,2015,9,30
"730",55,"22、为什么必须高度警惕和坚决反对台湾分裂势力大搞“文化台独...","http://www.gwytb.gov.cn/zt/jqa/201103/t20110309_1778263.htm","2020-11-16","Independence Advocates",2,2,2020,11,16
"731",56,"孙亚夫:“法理台独”是两岸和平稳定的最大威胁_中共中央台湾工作...","http://www.gwytb.gov.cn/newsb/201101/t20110124_1729568.htm","2007-01-19","Independence Advocates",1,1,2007,1,19
"732",57,"贾庆林:坚决反对和遏制“台独”分裂势力及活动_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723837.htm","2020-11-16","Independence Advocates",2,2,2020,11,16
"733",58,"刘结一:坚决遏制“台独”分裂图谋 奋力推进新时代对台工作_中共...","http://www.gwytb.gov.cn/wyly/202005/t20200529_12278483.htm","2020-05-29","Independence Advocates",3,3,2020,5,29
"734",59,"影响台海地区安全的隐患是“台独”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674396.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"735",60,"国台办:搞“台独”分裂必将自食恶果_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201709/t20170927_11847605.htm","2017-09-27","Independence Advocates",2,3,2017,9,27
"736",61,"陈水扁“台独”狂飙的经济背景_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674353.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"737",62,"张志军:大陆将坚定反对、遏制任何形式的“台独”分裂行径_中共...","http://www.gwytb.gov.cn/wyly/201703/t20170305_11714137.htm","2017-03-05","Independence Advocates",1,1,2017,3,5
"738",63,"“台独”没有和平 分裂没有稳定_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674251.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"739",64,"“图穷匕见”的“台独”“两国论”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674160.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"740",65,"国台办发言人就李登辉访日“台独”言论发表评论_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201507/t20150727_10337581.htm","2015-07-24","Independence Advocates",1,1,2015,7,24
"741",66,"为何跳不出“台独”泥坑?民进党的困境与出路_中共中央台湾工作...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674296.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"742",67,"国台办:美售台武器只会助长“台独”嚣张气焰、破坏台海和平稳定...","http://www.gwytb.gov.cn/wyly/201909/t20190926_12205402.htm","2019-09-26","Independence Advocates",1,1,2019,9,26
"743",68,"国台办:事实已经证明“台独”是一条死胡同_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201401/t20140115_5534173.htm","2014-01-15","Independence Advocates",1,1,2014,1,15
"744",69,"...巩固两岸关系和平发展的关键是反对“台独”、坚持“九二共识...","http://www.gwytb.gov.cn/wyly/201504/t20150429_9696145.htm","2015-04-29","Independence Advocates",1,1,2015,4,29
"745",70,"胡锦涛会见李显龙 赞赏新加坡反“台独”的立场_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723776.htm","2004-11-19","Independence Advocates",1,1,2004,11,19
"746",71,"凝聚两岸同胞 遏制“法理台独”_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674407.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"747",72,"扁李合流掀“台独”恶浪_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674238.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"748",73,"杨文昌:反分裂国家法是遏制“台独”重要步骤_中共中央台湾工作...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886175.htm","2004-12-18","Independence Advocates",1,1,2004,12,18
"749",74,"国台办:坚决反对任何势力借所谓修法为“台独”分裂活动大开方便之...","http://www.gwytb.gov.cn/wyly/201603/t20160330_11423441.htm","2016-03-30","Independence Advocates",1,1,2016,3,30
"750",75,"陈水扁再度鼓噪“台独”的背后_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674404.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"751",76,"“台独外交”四处碰壁_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674186.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"752",77,"国台办副主任:“入联公投”是变相的“台独公投”_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730978.htm","2007-12-17","Independence Advocates",1,1,2007,12,17
"753",78,"解放军报:“台独”势力抹杀历史漠视抗日伟绩_中共中央台湾工作...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674314.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"754",79,"陈水扁的“台独”挑衅_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674240.htm","2020-11-13","Independence Advocates",11,26,2020,11,13
"755",80,"何鲁丽:坚决反对“台湾法理独立”等“台独”分裂活动_中共中央...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723882.htm","2007-03-09","Independence Advocates",1,1,2007,3,9
"756",81,"俞正声:坚决反对任何形式的“台独”分裂行径_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201703/t20170305_11714139.htm","2017-03-03","Independence Advocates",1,1,2017,3,3
"757",82,"吴邦国:反对和遏制“台独”符合中美共同利益_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723825.htm","2006-01-12","Independence Advocates",1,1,2006,1,12
"758",83,"吴建民:希望威胁两岸关系的“台独”活动得到制止_中共中央台湾...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886379.htm","2008-03-03","Independence Advocates",1,1,2008,3,3
"759",84,"国台办:任何推行“法理台独”的企图都不可能得逞_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201610/t20161026_11604523.htm","2016-10-26","Independence Advocates",1,1,2016,10,26
"760",85,"李亚飞:两岸互信基础就是双方共同维护的反对“台独”、坚持“九二...","http://www.gwytb.gov.cn/newsb/201101/t20110124_1729824.htm","2010-08-11","Independence Advocates",2,2,2010,8,11
"761",86,"王在希指陈水扁虽身陷困境但“台独”立场未改_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/tbldjh/201101/t20110123_1724319.htm","2006-12-14","Independence Advocates",1,1,2006,12,14
"762",87,"国台办:民进党有识之士提出冻结“台独”党纲是积极信号_中共中央...","http://www.gwytb.gov.cn/wyly/201312/t20131227_5439628.htm","2013-12-27","Independence Advocates",1,2,2013,12,27
"763",88,"唐树备呼吁两岸同胞团结起来制止“台独”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/speech/hxfzrjh/201101/t20110123_1725877.htm","2000-03-16","Independence Advocates",1,1,2000,3,16
"764",89,"文字游戏未改“台独”本质 陈水扁是岛内最大乱源_中共中央台湾...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674372.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"765",90,"暗藏玄机的“台独”说辞_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674257.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"766",91,"黄孟复:坚决反对和制止陈水扁推行“法理台独”_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723846.htm","2006-03-30","Independence Advocates",1,1,2006,3,30
"767",92,"温家宝会见鲍威尔要求美政府恪守承诺反对“台独”_中共中央台湾...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723731.htm","2003-12-10","Independence Advocates",1,1,2003,12,10
"768",93,"自取灭亡的“渐进台独”_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/forum/201101/t20110104_1673874.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"769",94,"制止“台独”、维护台海和平是两岸同胞最紧迫的任务_中共中央台湾...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723762.htm","2004-08-02","Independence Advocates",1,1,2004,8,2
"770",95,"温家宝与霍华德会谈 赞赏澳方反对“台独”立场_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723848.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"771",96,"国台办:民进党不放弃“台独”就难以找到出路_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201609/t20160928_11581728.htm","2016-09-28","Independence Advocates",1,1,2016,9,28
"772",97,"何鲁丽呼吁两岸同胞共同反对“台独”阴谋_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723769.htm","2004-09-16","Independence Advocates",1,1,2004,9,16
"773",98,"钱其琛在人大分组会上发言指出台湾人民真正应担心的是台独势力的...","http://www.gwytb.gov.cn/zlzx/jhzl/201101/t20110123_1725468.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"774",99,"评台湾当局“文化台独”:荒诞不经 难以得逞_中共中央台湾工作办公...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674235.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"775",100,"贾庆林:“台独”活动猖獗使台海局势处在高危期_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723905.htm","2007-09-29","Independence Advocates",2,3,2007,9,29
"776",101,"李肇星联大发言:望国际社会共遏“台独”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886164.htm","2004-09-27","Independence Advocates",2,2,2004,9,27
"777",102,"贾庆林:“台独”活动猖獗使台海局势处在高危期(图)_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730928.htm","2007-09-29","Independence Advocates",2,3,2007,9,29
"778",103,"胡锦涛在法国议会演讲 赞赏法国反对“台独”公投_中共中央台湾...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723737.htm","2004-01-29","Independence Advocates",1,1,2004,1,29
"779",104,"胡锦涛应约与布什通电话 强调绝不容忍“台独”_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723771.htm","2004-10-08","Independence Advocates",1,1,2004,10,8
"780",105,"一份顽固坚持“台独”立场的辩解书_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674187.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"781",106,"“教育文化领域的‘台独’改造将贻害无穷”_中共中央台湾工作办公...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674184.htm","2011-01-04","Independence Advocates",8,9,2011,1,4
"782",107,"国台办:“台独”分裂分子企图在谋“独”道路上“飙车”极其危险...","http://www.gwytb.gov.cn/wyly/202005/t20200509_12273145.htm","2020-05-09","Independence Advocates",1,1,2020,5,9
"783",108,"杨毅周:贯彻“胡四点” 反对“台独”分裂活动_中共中央台湾工作...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674336.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"784",109,"人民日报评论员:揭穿“台独”包装_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674254.htm","2020-11-12","Independence Advocates",9,39,2020,11,12
"785",110,"国台办:“台独”没有出路_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/wyly/201309/t20130913_4878862.htm","2013-09-13","Independence Advocates",1,1,2013,9,13
"786",111,"陈云林:五年来“台独”与反“台独”较量空前激烈_中共中央台湾...","http://www.gwytb.gov.cn/newsb/201101/t20110124_1729574.htm","2007-10-04","Independence Advocates",1,1,2007,10,4
"787",112,"国台办:坚决反对“台独”和“港独”势力相勾结_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201706/t20170614_11801036.htm","2017-06-14","Independence Advocates",2,2,2017,6,14
"788",113,"国台办:任何搞“台独”分裂的图谋都不可能得逞_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201712/t20171227_11884424.htm","2017-12-27","Independence Advocates",2,3,2017,12,27
"789",114,"国台办:搞“台独”只会给台湾带来“苦厄”而非“喜乐”_中共中央...","http://www.gwytb.gov.cn/wyly/201804/t20180411_11941948.htm","2018-04-11","Independence Advocates",1,3,2018,4,11
"790",115,"温家宝:必须高度警惕“台独”分裂活动的危险性_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1723835.htm","2006-03-03","Independence Advocates",1,1,2006,3,3
"791",116,"...坚定支持一个中国、反对“台独”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201909/t20190911_12200830.htm","2019-09-11","Independence Advocates",1,2,2019,9,11
"792",117,"国台办:有坚定意志、充分信心和足够能力挫败任何形式“台独”分裂...","http://www.gwytb.gov.cn/wyly/201806/t20180627_11969470.htm","2018-06-27","Independence Advocates",1,3,2018,6,27
"793",118,"国台办重申:坚决反对任何形式的“台独”分裂活动_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201604/t20160427_11445339.htm","2016-04-27","Independence Advocates",1,2,2016,4,27
"794",119,"国台办:台当局纵容“台独”分子、打压迫害主张两岸和平统一的人士...","http://www.gwytb.gov.cn/wyly/201712/t20171227_11884423.htm","2017-12-27","Independence Advocates",2,3,2017,12,27
"795",120,"国台办:只有坚持一个中国原则、反对“台独”,两岸关系才能和平...","http://www.gwytb.gov.cn/wyly/201710/t20171010_11850114.htm","2017-10-10","Independence Advocates",1,1,2017,10,10
"796",121,"国台办:“台独”“港独”合流破坏“一国两制”和分裂国家的图谋绝...","http://www.gwytb.gov.cn/wyly/202006/t20200619_12282408.htm","2020-06-19","Independence Advocates",1,1,2020,6,19
"797",122,"国台办:中华民族伟大复兴进程绝不为“台独”分裂活动留下空间...","http://www.gwytb.gov.cn/wyly/202005/t20200508_12272898.htm","2020-05-08","Independence Advocates",1,1,2020,5,8
